Feature 1,Feature 2,Feature 3,Feature 4,Feature 5
1.7483570765056164,1.8556932846101015,2.509271674192363,7.252730941317503,7.815701224903101
1.4308678494144076,1.5991032073248779,2.3358121197644244,5.809644784764914,5.50001794783449
1.8238442690503462,2.148759642002929,3.2850171641778965,9.15359693041155,9.21126939657614
2.261514928204013,2.5776555438144837,4.08951910827312,11.4345126897632,11.157147516540174
1.382923312638332,0.9696225022512047,2.3092357741573,5.794811502177655,5.534113765718266
1.3829315215254097,1.1015840095508729,2.738416711684737,7.51681533919938,7.331312065118197
2.2896064077536957,2.444116987916294,3.694243362203615,9.445709112771738,9.578989375751965
1.8837173645764544,2.037853149850117,3.333739462229101,8.083004722652609,7.7957555496545226
1.265262807032524,1.4197771129243384,2.325591305343303,5.181599599158805,5.935053274502917
1.7712800217929823,2.9270994689893985,3.3940795728508677,10.463280770435725,9.926516389104023
1.2682911535937689,1.439558306801719,2.56757002770434,6.901881190387428,6.789758203890613
1.2671351232148715,1.6078048152690512,1.8309863850516213,5.241985249917066,4.9781466149525615
1.620981135783017,1.9071816648309778,2.304120376115182,6.655406730221252,7.523593460833491
0.543359877671101,0.7387772530628405,1.4891185085673855,3.1542697465484233,3.2722026124553683
0.6375410837434836,0.5429603103513799,1.280499555530107,4.326835411220007,4.9459421349011885
1.2188562353795136,1.446547001527494,1.8945466090605032,5.300250810636114,4.408914586813931
0.9935844398327881,0.7617368754715166,2.408912781908028,5.634259836590019,5.794489996111574
1.657123666297637,1.5860780842756343,3.0290924530528898,8.00714630233076,8.540924779704822
1.0459879622393946,0.9003788978906636,2.354497205656441,5.849877925071903,5.899248318637158
0.7938481493323543,0.818410391148251,1.455934061362281,3.8422205260123787,4.48150875105159
2.232824384460777,2.9272219544628295,4.843383061982194,12.218750850704561,11.908377780644338
1.387111849756732,0.8269322919792077,3.1989376665393996,7.460541803626005,8.306150267737353
1.5337641023439619,1.7396421594563158,2.661189724827502,8.003033857348836,9.382372731520386
0.7876259068932716,0.3038111455363761,1.806355012789631,4.589231194193127,4.371528057929332
1.2278086377374087,1.0862290780005786,2.4682059277613946,6.819234246843067,6.5519327340026035
1.5554612948549331,1.882146473945143,3.3472829537518196,8.32110454323319,9.193135229503811
0.9245032112888486,0.9437872170174875,1.2781363960878858,3.0052575990639685,3.953000886502396
1.687849009172836,1.3645255757940442,3.3125488005104806,7.926729716765181,7.61301370047322
1.1996806550405976,0.9850895422626071,2.582794973812911,6.178541946032776,5.926429855775261
1.3541531251033616,1.5580324497837643,1.7339798306168053,5.5730878702528495,5.404017104936545
1.1991466938853015,0.9800367043701605,1.6851606439272329,3.504125677367217,2.697455370746651
2.426139092254469,2.4910766691290616,3.551357494954004,10.358566818767377,9.807375650876859
1.493251387631033,1.506922939602177,2.5800897639580365,6.5880985182287555,5.985614058177514
0.9711445355220498,0.7756644312403047,2.035077066258075,4.632378028782744,4.171699489720267
1.9112724560515946,2.554455682849192,4.041233241731282,10.130869978681671,10.110059046249603
0.8895781750144889,1.0797538817098922,1.6308786271939901,3.5140828001649878,3.6546116396869004
1.6044317975023776,0.9968890215050955,3.5394234537327964,8.487321220951646,9.417621516640093
0.5201649380601122,0.5761012324909405,0.3842563052222454,1.3812728265296332,0.7822604020863587
0.8359069755507847,0.6373710361202684,0.8232795802493508,1.6389497467484428,2.229543185834393
1.5984306179345618,1.854160618373429,2.854956032723564,6.916533297788749,6.788139991253443
1.8692332899977053,1.6314770684678952,3.5182461015715925,8.500076921966016,8.470398696174557
1.5856841405949853,1.5512632081549156,2.8411535538333363,8.068081078466284,8.472972773766246
1.4421758588058797,1.5936720425000168,1.768939705834633,5.00175577848748,4.3281225655501006
1.3494481522053556,1.609174710456392,2.3933586581645248,5.6443205502263885,5.873766397936818
0.7607390048162863,0.40065008269955343,0.847542408467374,1.9728633675913294,2.072734692519163
1.1400778958026456,1.039727525050361,2.3200092319767776,5.5433842041300805,5.83885496253497
1.2696806145201063,1.1271970211718194,2.432064404574931,4.642882508850896,4.8163836951955865
2.0285611131094576,1.8325623433373441,3.2754580890660816,8.356331088210602,9.829511172157138
1.6718091447842307,2.2014454168685598,2.8037096936769377,7.693397539118096,7.310753548567306
0.618479922318633,0.7399744356069197,0.6895784514179588,2.4672345208495465,2.148636347848456
1.6620419846973975,1.283776798396884,2.966603933546047,8.141462712961651,7.767578397106792
1.3074588597918417,1.5828174439082745,2.7354828758258103,7.617065710333773,7.2837794388376205
1.1615389998470207,1.7981858589508106,1.6964797811904198,5.056701076054235,4.674268799670324
1.8058381444204339,2.115577722585778,3.452127266163919,8.466569300542782,9.179979219207313
2.0154997612479755,1.5596887714617715,3.41579652289738,9.677961718881463,10.530264267675376
1.9656400595580994,1.820369837698224,3.2210029742996413,8.291985003304752,7.949537227055067
1.0803912383886807,1.4604645831446674,1.901892085117802,5.2712133993367445,4.771800055474207
1.3453938120743927,1.1330929723887584,2.0076119327661575,5.136254294366072,5.419103628197915
1.665631715701782,1.7987775441456504,2.7766773661243347,7.451174656778248,7.119840830209665
1.9877725635611796,2.2201627795899808,3.098839457374584,8.345661488377178,8.725420579030486
1.260412881077355,0.98233373960393,3.0546332391057947,6.804769214375401,6.926523026886181
1.4071705116680915,1.3893129048495514,2.547012341791256,6.2099081178118665,5.300461648813528
0.9468325129969859,-0.02554768902373583,1.4244083201975404,2.8068923162633457,3.7353954370613827
0.9018966879596646,0.5945803955593776,1.7090060026210852,3.7408800152346657,4.818406619091979
1.906262911197099,1.8304924657791508,3.3863420202784464,8.246753614997463,7.879080400706831
2.1781200142854114,1.8037850596959566,3.8322281859004512,9.521456545342806,9.288835609381216
1.463994939209833,1.9537183303893235,2.8808575705950696,7.587944862869035,7.759464097303978
2.001766448946012,1.572724035557822,3.9061826921217433,10.137085914092653,10.337759988084867
1.680818012523817,1.548804666514722,2.81327196349866,5.849863689315535,6.244990252919234
1.1774401226974378,1.2166622958832651,1.8890649245975162,5.540545571039528,6.746668294299338
1.680697802754207,2.1130797894740416,2.915235366096915,8.566593117916685,8.460424781420256
2.2690182832329846,1.838259637879153,3.1634644439251387,7.128493409525356,6.649515062802283
1.4820869804450243,1.8310361060915121,2.061680139921623,5.783052588894584,4.955461052085868
2.282321827907003,2.285391746212879,4.6549289972104155,11.409529307635815,10.970971283670663
0.19012744795512782,-0.10432514735925746,1.0002164917197436,1.192351988721319,1.1724758049970407
1.910951252187612,2.0495822944665933,3.3400978381151503,8.340869626901457,9.41760434501213
1.5435235341190856,1.6032414427911266,3.008965146636661,7.065883813331535,6.755317033909832
1.3504963247670663,1.170431261619428,2.555393446398134,7.157353376127507,7.291626147110846
1.5458803882677512,1.566821013764757,4.014137022264047,10.062934254866583,10.053080517222932
0.5062155426995536,0.39062146364102557,1.3590179414330272,3.744434894004159,4.45747085807301
1.390164056081244,1.4242192596566186,2.4511282643539327,6.6873118203861015,8.203471275910275
1.6785562857558731,1.877195488112187,2.6391851381204017,6.591039878744376,6.272518614992184
2.238947022370758,2.7147520672143637,3.387526112164336,9.227544158403148,8.933880492892214
1.2408648908631763,0.8695202412151216,2.3149422579006065,5.744092037630293,6.370588563871736
1.0957531985534061,1.735663210950286,1.6698154592824097,4.464230225069133,4.873365118844919
1.2491214782077318,0.6634951383509813,1.6795171769348478,4.379028707306871,5.487053102748491
1.957701058851037,1.9121655303403622,3.2652327522348563,8.322468335731008,8.672825246926587
1.6643755548298422,1.8408707167752152,2.563256797247958,6.779973907496332,6.564398653024097
1.2351198981164806,1.3194174584369904,2.8980724706386907,7.471042383816117,7.825435282231503
1.756633716556678,1.5698238606105,3.514596592581801,8.821148701517123,9.486370849866868
1.5485387746740202,1.4861020995668377,2.7841807378865897,6.873980492430477,7.366269801148896
1.9843224952664447,1.8364222148687948,4.163758147035611,10.743603410622141,11.04796782928652
1.1489734530613238,0.9721640259780604,2.09909953856943,4.629831439316972,5.269836253070465
1.3361689267011159,1.5910495558074231,2.060590387530703,6.020198134340961,6.7217754886083645
1.3039459234339212,1.4110505692234354,2.9563522930889214,7.62030578438547,8.449601179007987
0.7682425259339407,0.5603696473557445,1.5984005641549568,3.602397556008663,3.9916234885624484
1.648060138532288,1.9179401011622632,2.5516097876275357,7.1842261875383935,7.083955339348281
1.6305276360899446,1.7227174923529274,2.858814273728457,6.81478925161719,6.902817463477184
1.5025567283212304,1.7464153639729185,2.3543548096243123,6.917138492824994,7.641043872730008
1.3827064333124266,1.5715950858895102,1.9357516875766336,5.3506473928212825,4.860485990228941
0.7923146289747929,0.5436161256981712,1.7966373511672837,3.8755293177732186,4.0967333030969595
1.2896773386173206,1.1216230265582297,3.0851858656992293,7.816499370875133,7.5804960834787165
1.3286427417366153,1.552830823273594,1.8321299055982512,4.864918789198717,4.882165682959608
1.0988613653891905,1.28197244501923,2.2031381523767717,4.984018101590993,5.751089219155372
1.4193571441669954,1.413086665977751,2.2945858318518613,5.223943742919522,5.338603183731464
1.7020254284072691,1.7372236433999038,2.8687956176272063,7.777819854327135,7.805681783220825
2.443092950605265,2.8263924193417926,4.160609741393929,10.507397225881508,9.691483541293557
1.5872889064159195,1.4098174897651705,2.5115237236767287,7.31026202811081,7.758014167727143
1.6287751953613823,1.7929044097123936,2.951204002828419,6.654347711427371,7.0416382201120165
1.4627770421169164,1.4021192463867482,2.3006186292460344,6.851584689023836,8.149537523007112
0.5406143923504793,0.4753100313823132,1.0812886365427983,2.743396038069219,2.5587290970974186
1.4867430622753917,1.8163761178715487,2.6560422683160505,7.080104098568453,7.211594295166817
1.5301151049705133,1.7777400096669222,2.65862797020036,6.8225364066631675,6.972166616889621
2.731621056242643,2.975673947042835,4.553892436420119,12.28302687705911,13.229498844917194
1.4038195176094388,1.7954631597557376,2.2961665994696565,6.3689790074826265,6.311801688050455
1.6507736711668062,1.657074823656634,3.2735490984305535,8.755823961526001,8.923236876988206
1.4826441151473784,1.6872300065358676,2.8691262823150336,7.482596395496954,7.847334301326878
0.915660981190234,0.8225809542121971,1.2571676682230009,3.4120671713891375,3.5240326452829525
2.0714114072575103,2.168661313004043,3.768273455235209,9.523402117367533,9.255541948637216
1.8759665163433872,1.8369236000330817,3.677294578766813,9.163039945706174,9.279493941445159
1.8955159735215235,1.9246147630193389,2.7441666398901936,7.566848927245756,8.211027977161619
1.0453062726026305,1.2238533802337046,2.098895367636709,4.56655991917881,3.950650739532174
2.2013971554680496,1.9559309504980078,3.6974653762641507,8.676768991973454,8.75655079646158
0.7990744686038596,1.4267906513094974,1.666573510924211,5.131569720169277,4.711497231205773
1.7934285469001352,1.4916233324502246,2.9228677218032364,7.422791495120668,8.139819472475574
2.595227812904989,2.230971229068669,3.9494572229631726,10.037894006818675,9.12398186394841
1.0047318374346559,1.3521650994846763,1.1575003322291155,3.676382730475604,3.341029622112651
1.216851135198614,1.4543499433874947,2.209566022022058,6.047272840112447,6.273599965151159
1.5498256825438206,1.737061627659467,2.89357522926747,7.254332246039727,8.193646663580331
1.2482621729419003,1.4367658257211844,1.885145261253657,4.817903985527342,4.778453828883549
0.7246682844669337,0.7209942526128593,1.55983989555143,3.9385966712645604,3.6054769552486414
1.5342814874030137,1.2651051759572642,2.097098652417841,4.97011609198543,6.098810333649784
0.9688481431369476,0.9915895105950655,1.717494738187579,4.630705364827459,3.7618970245777126
1.7367962153175909,1.5336477018639574,2.641826707666681,5.966009315078399,4.64672574110635
1.0402878828830984,1.3328238029084236,1.6117837460687134,5.0709691137086725,5.334977783740672
2.27496720250877,2.2308499880581283,4.113900433042351,10.694949595349353,10.393717060737787
1.1083733538318814,0.860724194794128,1.6509066907838057,4.290552443518677,3.677812753240249
1.3389692418971622,1.2425534894012642,2.256322417722962,6.246543816819945,6.671557685199557
1.906758608684835,2.0306380449675223,3.834682619318479,10.532740505835768,10.679020934098487
0.8845678417830224,0.71545047594183,1.3614653674001806,3.945566243251257,3.6071190648092197
1.6137299673020646,1.3670638486321351,3.238990785969773,6.924608304905859,6.156425665703322
2.153571377141214,2.226677540588788,3.424545736991138,8.435980531203214,8.9594549281713
0.6962583827193862,0.769748354052003,1.4651867600610085,3.3877125853261805,3.777833292101377
1.592316929266152,1.4402339766548131,3.442797920942234,8.338875343644698,8.279369825377069
1.6299413971242118,1.488629905438715,1.945236714772666,5.637932845218608,6.745915042847208
1.8909114358886552,1.960526417095946,3.0848824824113885,7.767419475341991,7.125368615546299
0.881524644560959,0.4470993421117618,1.8175732110819423,4.1756291465141855,3.260314043959342
0.8397716934578618,0.4175325611448953,1.4303708938069544,2.900582882582143,2.4854380406533965
1.7609707828084489,1.545437516432718,3.3182057584037317,7.876090131744208,7.848738521930909
1.6484923366165931,1.5844581911030389,2.725692131223539,6.332511905126006,6.478515574719621
1.6252464251729384,1.7185186948523397,2.9600794803004495,7.177061032397787,7.032319397683989
1.673224104748488,2.1158309698333535,2.9495324943904464,7.3390536558060795,7.550286893714658
1.1599876392107547,1.4172855261713604,2.5550905752432818,6.039530050169257,5.288606395654991
1.6161268485805018,1.5681452895914736,3.0107966647653885,8.11655951742617,8.982818279870125
1.6465362366493406,1.6408313742785339,3.098806290798894,7.36374451146035,7.314453804424809
1.142824290986816,0.8420654815954733,1.8923329373272821,5.942922388668733,6.61329988762161
2.4328872555723784,2.4273333147746614,4.184154570401284,11.042301406017675,11.247936613844297
1.7369164604558938,1.6503188687798522,2.9534263536927607,7.64958963801281,7.92364156950508
0.9043482513986757,1.0011638195001025,1.785607709468935,4.143200348347366,4.4850607164866885
1.8282768043169149,1.580107521251218,3.1225044554423413,8.175271371840397,8.443896507850786
1.0126591648863392,1.168463119158691,1.9386964395539759,4.758037085147755,5.143670741068282
1.893542301871226,2.3533639757719995,4.238536462826382,10.891441808747446,11.688933326826906
2.079297789503702,2.0466697449666444,4.09118590247934,11.509083819059722,11.626996520880605
1.0896588408241448,1.2101723574538272,1.830976500616324,4.82409540882415,5.249497663377258
1.9816880646221608,2.1887312621354944,4.047524085185468,10.858416095649268,10.804574679076932
1.7063904634682492,1.5860243219024983,2.908272685034228,7.050981479408011,7.915051808677695
1.911030079997245,1.9782578245403701,2.6246043299238995,7.209972239139688,6.804136857904126
2.4483964913269736,2.452174211561512,4.003879160021591,11.34533284942245,12.42589710916894
1.3773059419985647,1.4066087715632143,1.7308339271870743,4.554793097043479,4.530698326656873
1.1231319178212553,0.8912289826646154,1.8810320584617364,5.559517378586553,4.701052317315724
1.0552427851872384,1.0625958374649211,1.9068043650128497,5.230080535218358,5.306943184164831
1.0920948575172809,1.2414943448909157,2.6363456684412188,6.232952293826219,5.824321299341291
1.461449145292948,1.8967922276314604,2.7613794110329715,7.7357549192251644,8.2401410486184
1.670575987408322,1.9583572352338838,2.9193965658114336,8.283427591670117,7.891853204088682
1.6383453996650095,2.2843001369184766,3.2807839518704127,9.156773021767899,8.88906296183903
1.9135916245180118,1.683387355651597,2.560010800529267,6.018296596764903,4.884572158197584
1.5065009459389536,1.768197136955157,2.8059475259335427,7.016523600909808,6.745139809360363
2.226767038578658,2.2817696403001637,4.316526746996372,10.791063816517156,9.336736220539782
1.367671583381022,2.024612463346324,1.8703743517739029,5.728144452344106,4.777802758252672
2.8600845832948094,2.617595097688264,5.605653867213428,14.13923888089046,14.595487674577038
1.812833673882503,1.5609171212282702,3.398499175986271,8.44676597366744,8.918246068857938
1.0714212217918586,0.891603428158652,1.762443033665025,3.7488173161336515,4.00409185320463
0.9645537509694438,0.32738503367650185,1.989309498187513,4.49610295555451,3.915917269676982
1.7412362076215926,1.5835097011173642,4.0425023168406256,9.973807207440528,9.94518039375534
1.3882686073370745,1.160528808870965,2.5716299952301322,6.583684023296749,6.581522499842408
1.857000247046046,1.9021183829889083,3.4418886792030174,9.326286104172254,8.631267290656728
1.7366188122867725,1.8391456050199204,2.942169502300093,8.140445686894559,9.042484667954849
1.4635855436715637,2.0264367954363296,2.294516230822898,6.845059296696344,7.371476671041747
1.0766031409657975,1.3617302924216126,2.2700199803561336,5.866687397404556,5.734108893106757
0.7425763876570677,0.5695052909583468,0.9942039674191749,1.7274327590387009,1.7435642624354193
1.2767425239664894,1.0072181225619818,2.326763038027438,5.87555330818315,6.000582992951681
1.9281993971617362,2.0757751486136877,3.2796959361850786,8.739010864565401,7.513969943510826
1.6070468720651019,1.2109769099589092,3.0842763000157403,7.515318928588076,7.367012499075718
0.877130610644006,1.4265682404003122,1.71229994127399,4.212793835038138,3.8036032862394586
