feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
1.1543095860006454,-0.01945284942165146,-2.1294087865711515,5.237007862263301,-3.592296168799872,-0.3821925233760539,2.3185204571185625,2.757551814624167,8.72606830784668,1.8327865473150586,-4.995748627064188,1.6019364607919957,-0.9860291463480464,-7.256995399238906,-0.6294919248547917,0
-2.7710976555129423,0.6327488826332671,-0.5531191072022529,-2.64028828424819,-0.8110058847021923,2.228332241380924,1.373638800386956,2.012578305833767,2.62654725927883,1.144698027655291,-0.3806374035474711,-0.23360797314272808,-1.1999493491550632,-4.682836990462404,-1.4516703165095084,0
3.8587761557540308,2.6156243401289996,2.6029593556011412,4.431436515993264,-0.6285965743589569,1.6329944917756807,-0.6821306672115024,3.648543229924022,2.007186888527712,2.7993826607550765,-3.337789704863681,3.178977303710249,3.4948577298768675,-4.9867761605578105,-0.4695994123079519,0
3.4570025381293608,1.647427578934429,0.0435575611902859,-1.0700022228927035,-0.17968665127166905,-5.402118836537108,2.707831345664898,1.1670791393074815,-7.251493567457257,-1.7528919476713651,0.19983703525891872,1.3525684320964158,3.1697786222098507,0.12371941436555298,-0.692313438526494,0
-0.13601809394344944,-0.3936778428141061,-4.5708570349434225,-1.2072311533494187,-3.2246639740274023,-5.341607764863215,2.6465003595856142,2.320014632281419,-0.11343244199796979,-2.713524317357018,-3.210636521320668,0.2905647493968564,1.3190639553181271,-1.785543011002536,-0.8460231934611729,0
-0.7758366300063528,0.34550642352036376,-0.779934439460865,-2.1981602443235113,-1.8212417942177648,2.915187426586205,-0.13870015036681416,2.321778365777527,1.7103345267521883,2.3632148654135863,-3.5546512819920464,-3.5074044191318676,0.1266276576340677,-2.6394622009361584,2.3598534719531417,0
2.7559611661418826,1.7819696772318716,-0.03143926086937234,0.839693465199349,0.6048109836478179,-1.4704982771748394,-0.23822525224323998,1.1783348156113735,-4.5035802927644575,0.5460399534715196,-0.22113341595274827,0.912349648780426,3.8272293022445076,1.1316403930072652,-1.4032166468804845,0
-1.28604714032002,-1.6934839379223512,-2.790377904341061,-1.624443010245899,-1.84600812184696,-5.24201005030863,2.157622591024267,2.00539028977051,-1.094846711841205,-2.9831405040099037,-1.5526596264979275,0.9495791040948649,1.4530367052411677,0.0925815749732116,0.12837830737575384,0
-0.7974648369806769,-4.181491995809028,-1.6371019835352134,-0.4563674885722244,0.9661136100823589,-1.568665884444761,0.12899926309491305,-0.8561310963009019,3.6500868081812037,-4.806375519179148,-3.184578734713855,3.3510955289536426,0.4957912590884097,-3.743856216756871,1.0577620439021589,1
-0.9610880082602418,0.2993186634661194,1.4655985909269766,-2.6174413695374934,-0.8712582805126723,2.4974752265183806,0.7398168802070394,1.6044095835374383,1.6362549374495652,1.0168744438391304,-1.6380430976300848,-0.756811573725249,-0.7379435616583672,-4.17004308329399,2.014279815302804,0
